Date,State,Region,Category,Sub-Category,Sales,Quantity
3/26/2016,Idaho,West,Mobile Phones,iPhone,17.04,3
12/16/2018,Virginia,South,Cameras ,Nikon,99.98,2
12/16/2018,Virginia,South,Laptops,Asus,29.46,6
11/15/2019,Ohio,East,Mobile Phones,iPhone,166.92,13
8/22/2016,Colorado,West,Laptops,Asus,98.328,3
6/29/2019,New York,East,Laptops,HP,117.882,1
6/26/2016,New York,East,Cameras ,Nikon,20.97,3
6/26/2016,New York,East,Cameras ,Nikon,139.96,4
6/26/2016,New York,East,Laptops,Asus,37.74,3
9/17/2016,Massachusetts,East,Laptops,Asus,14.82,3
9/17/2016,Massachusetts,East,Laptops,Asus,191.82,3
7/18/2018,New York,East,Mobile Phones,iPhone,13.904,2
9/1/2017,Washington,West,Mobile Phones,Samsung,314.6,4
9/1/2017,Washington,West,Laptops,Lenovo,283.56,4
6/22/2017,Michigan,Central,Laptops,HP,487.96,2
9/2/2018,Arkansas,South,Mobile Phones,iPhone,1793.98,2
10/1/2019,Illinois,Central,Mobile Phones,iPhone,2.992,4
10/1/2019,Illinois,Central,Cameras ,Nikon,108.768,4
4/7/2019,New York,East,Mobile Phones,Pixel,25.92,4
4/7/2019,New York,East,Mobile Phones,OnePlus,22.58,2
11/21/2017,Texas,Central,Cameras ,Sony,55.176,3
12/17/2016,Michigan,Central,Mobile Phones,iPhone,9892.74,13
9/19/2018,Arizona,West,Laptops,Lenovo,73.915,1
9/28/2018,Florida,South,Laptops,Asus,337.088,4
9/22/2019,California,West,Mobile Phones,Samsung,61.44,3
11/7/2016,California,West,Cameras ,Nikon,479.97,3
12/16/2017,California,West,Mobile Phones,iPhone,5.984,2
12/16/2017,California,West,Cameras ,Nikon,189.95,5
12/16/2017,California,West,Cameras ,Nikon,149.95,5
12/16/2017,California,West,Mobile Phones,LG,29.95,5
12/16/2017,California,West,Mobile Phones,HTC,44.4,3
9/21/2018,New York,East,Mobile Phones,LG,66.03,3
5/18/2019,California,West,Mobile Phones,Pixel,10.86,2
3/26/2018,California,West,Mobile Phones,LG,3.36,2
3/26/2018,California,West,Mobile Phones,iPhone,27.936,4
3/26/2018,California,West,Cameras ,Sony,28.784,2
9/22/2017,California,West,Mobile Phones,Mi,21.96,2
9/12/2019,Washington,West,Cameras ,Nikon,21.98,2
11/2/2019,New York,East,Laptops,HP,2621.322,11
10/20/2019,California,West,Laptops,Asus,74.76,7
10/20/2019,California,West,Laptops,Lenovo,364.776,3
6/14/2016,Washington,West,Laptops,Lenovo,1115.17,7
11/20/2019,California,West,Mobile Phones,iPhone,89.696,4
11/20/2019,California,West,Mobile Phones,HTC,50.12,4
2/28/2016,New York,East,Mobile Phones,Nokia,36.48,6
10/14/2018,Illinois,Central,Mobile Phones,Pixel,322.192,13
10/14/2018,Illinois,Central,Mobile Phones,iPhone,2.946,3
10/14/2018,Illinois,Central,Mobile Phones,Pixel,19.136,4
5/26/2017,Virginia,South,Cameras ,Nikon,23.08,2
2/4/2016,Maryland,East,Cameras ,Sony,90.48,2
9/2/2016,Washington,West,Laptops,HP,215.976,3
9/2/2016,Washington,West,Mobile Phones,Motorola ,65.94,3
12/4/2017,Pennsylvania,East,Laptops,Asus,11.352,3
6/12/2019,Indiana,Central,Mobile Phones,OnePlus,24.56,2
9/4/2016,Missouri,Central,Mobile Phones,Motorola ,16.56,2
9/4/2016,Missouri,Central,Cameras ,Nikon,279.95,5
4/21/2018,Kentucky,South,Mobile Phones,OnePlus,828.84,6
11/5/2019,Ohio,East,Mobile Phones,iPhone,7.218,3
11/5/2019,Ohio,East,Mobile Phones,Mi,27.2,4
11/3/2018,Nebraska,Central,Cameras ,Nikon,89.97,3
2/16/2016,Kentucky,South,Laptops,Asus,318.08,4
2/16/2016,Kentucky,South,Mobile Phones,iPhone,5.8,1
9/11/2017,California,West,Cameras ,Sony,143.952,6
9/11/2017,California,West,Mobile Phones,Pixel,19.44,3
11/2/2017,Virginia,South,Mobile Phones,LG,5.56,2
2/6/2019,Virginia,South,Mobile Phones,OnePlus,146.73,3
2/6/2019,Virginia,South,Mobile Phones,Pixel,29.9,5
9/10/2016,California,West,Mobile Phones,iPhone,276.784,2
9/26/2016,Texas,Central,Mobile Phones,Samsung,93.032,2
9/26/2016,Texas,Central,Laptops,HP,454.965,5
12/15/2019,North Carolina,South,Cameras ,Sony,246.168,3
9/17/2016,Ohio,East,Mobile Phones,OnePlus,295.4,5
10/13/2017,Kentucky,South,Mobile Phones,OnePlus,348.56,8
6/28/2019,Ohio,East,Mobile Phones,Pixel,15.552,3
6/28/2019,Ohio,East,Laptops,Dell,482.94,6
6/1/2019,Michigan,Central,Cameras ,Sony,299.98,2
6/1/2019,Michigan,Central,Mobile Phones,iPhone,403.68,6
6/1/2019,Michigan,Central,Cameras ,Sony,41.9,2
6/1/2019,Michigan,Central,Mobile Phones,HTC,28.91,7
4/12/2018,Indiana,Central,Mobile Phones,Pixel,32.4,5
10/12/2017,Texas,Central,Cameras ,Sony,369.544,7
10/12/2017,Texas,Central,Mobile Phones,Pixel,10.368,2
10/12/2017,Texas,Central,Cameras ,Nikon,791.88,3
11/7/2019,Texas,Central,Mobile Phones,LG,23.64,3
11/7/2019,Texas,Central,Mobile Phones,OnePlus,84.784,2
11/7/2019,Texas,Central,Laptops,Asus,64.96,5
11/7/2019,Texas,Central,Mobile Phones,iPhone,32.06,10
11/7/2019,Texas,Central,Mobile Phones,OnePlus,177.648,2
11/7/2019,Texas,Central,Cameras ,Canon,287.91,3
5/25/2019,Texas,Central,Mobile Phones,Mi,22.368,2
5/25/2019,Texas,Central,Mobile Phones,Pixel,32.368,7
5/25/2019,Texas,Central,Cameras ,Nikon,207.984,2
10/13/2018,Virginia,South,Mobile Phones,Motorola ,36.4,5
10/13/2018,Virginia,South,Cameras ,Nikon,22.96,2
10/13/2018,Virginia,South,Mobile Phones,OnePlus,315.2,4
10/13/2018,Virginia,South,Mobile Phones,iPhone,15.18,3
2/7/2016,California,West,Cameras ,Sony,623.96,5
1/19/2017,Pennsylvania,East,Cameras ,Sony,429.6,2
1/19/2017,Pennsylvania,East,Laptops,Asus,31.968,2
1/19/2017,Pennsylvania,East,Laptops,HP,887.271,3
1/19/2017,Pennsylvania,East,Mobile Phones,Pixel,21.696,4
6/6/2016,California,West,Mobile Phones,HTC,22.05,7
6/6/2016,California,West,Mobile Phones,Pixel,99.9,5
3/18/2017,California,West,Mobile Phones,Samsung,90.86,7
11/24/2017,California,West,Mobile Phones,Pixel,7.78,1
11/26/2016,Pennsylvania,East,Mobile Phones,iPhone,78.759,9
8/18/2016,Texas,Central,Laptops,Asus,9.552,3
8/18/2016,Texas,Central,Laptops,Asus,5.344,4
11/28/2019,New Mexico,West,Mobile Phones,LG,8.28,2
5/25/2017,Texas,Central,Mobile Phones,OnePlus,50.136,3
9/4/2017,Oregon,West,Mobile Phones,iPhone,88.074,7
3/24/2016,Ohio,East,Laptops,Dell,301.47,3
3/24/2016,Ohio,East,Mobile Phones,LG,18.656,2
5/28/2017,Maryland,East,Laptops,Asus,27.46,2
5/28/2017,Maryland,East,Mobile Phones,Samsung,125.13,3
8/31/2019,California,West,Cameras ,Sony,555.96,5
4/12/2016,North Carolina,South,Mobile Phones,OnePlus,129.552,3
4/12/2016,North Carolina,South,Mobile Phones,OnePlus,51.984,1
4/12/2016,North Carolina,South,Mobile Phones,Pixel,10.272,3
2/2/2018,Florida,South,Mobile Phones,iPhone,18.336,2
2/2/2018,Florida,South,Cameras ,Sony,180.96,5
9/2/2018,Illinois,Central,Cameras ,Nikon,475.944,7
9/30/2017,California,West,Cameras ,Nikon,159.98,2
9/5/2016,New York,East,Cameras ,Sony,43.6,4
5/20/2017,Nevada,West,Mobile Phones,iPhone,8.288,2
5/20/2017,Nevada,West,Cameras ,Sony,1123.128,9
5/20/2017,Nevada,West,Mobile Phones,Samsung,64.9,5
9/20/2019,Illinois,Central,Mobile Phones,iPhone,2.808,3
1/23/2016,Vermont,East,Cameras ,Nikon,99.98,2
1/23/2016,Vermont,East,Mobile Phones,LG,8.04,6
1/23/2016,Vermont,East,Mobile Phones,OnePlus,1564.29,13
6/1/2018,Michigan,Central,Mobile Phones,iPhone,138.56,4
6/1/2018,Michigan,Central,Mobile Phones,Samsung,65.52,5
9/24/2019,Arizona,West,Mobile Phones,LG,14.576,2
9/24/2019,Arizona,West,Cameras ,Nikon,23.2,2
9/24/2019,Arizona,West,Mobile Phones,LG,16.464,7
8/1/2016,Pennsylvania,East,Laptops,Asus,19.312,2
1/23/2018,Nevada,West,Mobile Phones,Pixel,40.08,6
8/4/2018,Maine,East,Mobile Phones,Samsung,101.96,2
8/4/2018,Maine,East,Mobile Phones,Pixel,259.74,13
8/4/2018,Maine,East,Cameras ,Nikon,255.42,9
8/9/2016,Tennessee,South,Mobile Phones,iPhone,4.338,3
8/9/2016,Tennessee,South,Mobile Phones,iPhone,11.88,5
12/8/2016,Wisconsin,Central,Laptops,Dell,405.86,7
12/8/2016,Wisconsin,Central,Laptops,HP,680.01,3
6/8/2019,Illinois,Central,Cameras ,Nikon,2.376,3
6/8/2019,Illinois,Central,Mobile Phones,Samsung,143.128,2
6/24/2016,California,West,Cameras ,Canon,4476.8,4
6/24/2016,California,West,Mobile Phones,Pixel,104.85,1
6/24/2016,California,West,Mobile Phones,Samsung,241.44,3
3/15/2016,Mississippi,South,Mobile Phones,Pixel,319.76,14
3/15/2016,Mississippi,South,Mobile Phones,Pixel,45.68,2
12/1/2016,California,West,Laptops,Asus,31.96,2
12/1/2016,California,West,Mobile Phones,Pixel,47.9,1
12/1/2016,California,West,Mobile Phones,OnePlus,1112.94,3
12/1/2016,California,West,Mobile Phones,Motorola ,22.92,3
6/12/2017,Washington,West,Cameras ,Sony,71.976,3
6/12/2017,Washington,West,Mobile Phones,Pixel,19.44,3
3/19/2016,Tennessee,South,Mobile Phones,iPhone,31.086,3
11/14/2016,New York,East,Cameras ,Sony,13.98,2
11/14/2016,New York,East,Mobile Phones,LG,23.65,1
8/7/2017,California,West,Cameras ,Sony,707.88,3
8/7/2017,California,West,Mobile Phones,iPhone,11.952,3
8/7/2017,California,West,Mobile Phones,iPhone,31.128,3
8/7/2017,California,West,Cameras ,Nikon,55.76,4
8/7/2017,California,West,Mobile Phones,Pixel,24.56,2
8/7/2017,California,West,Laptops,Asus,51.75,1
8/7/2017,California,West,Laptops,HP,207.184,1
8/7/2017,California,West,Mobile Phones,Samsung,1473.1,5
8/21/2019,Pennsylvania,East,Mobile Phones,Mi,3.488,2
8/21/2019,Pennsylvania,East,Cameras ,Nikon,21.728,4
8/21/2019,Pennsylvania,East,Mobile Phones,OnePlus,663.072,6
8/21/2019,Pennsylvania,East,Mobile Phones,iPhone,99.588,2
8/21/2019,Pennsylvania,East,Mobile Phones,Pixel,49.568,2
11/2/2019,Texas,Central,Mobile Phones,iPhone,29.372,7
11/2/2019,Texas,Central,Cameras ,Sony,344.704,2
11/30/2018,Arizona,West,Mobile Phones,Mi,47.992,7
11/30/2018,Arizona,West,Cameras ,Nikon,102.24,4
5/10/2018,California,West,Mobile Phones,Pixel,39.96,2
5/10/2018,California,West,Cameras ,Sony,1432,5
5/10/2018,California,West,Mobile Phones,Mi,41.04,6
5/10/2018,California,West,Laptops,HP,256.784,1
10/17/2016,New Jersey,East,Laptops,Dell,120.98,1
10/17/2016,New Jersey,East,Mobile Phones,iPhone,315.98,1
10/30/2016,New York,East,Mobile Phones,iPhone,28.752,3
10/30/2016,New York,East,Mobile Phones,LG,114.95,5
12/1/2016,California,West,Mobile Phones,LG,23.04,8
4/21/2016,Connecticut,East,Mobile Phones,LG,15.48,3
4/21/2016,Connecticut,East,Mobile Phones,Pixel,51.84,8
8/3/2017,Illinois,Central,Cameras ,Nikon,39.816,3
8/3/2017,Washington,West,Mobile Phones,OnePlus,16.06,1
12/11/2017,Iowa,Central,Mobile Phones,Motorola ,7.28,1
12/11/2017,Iowa,Central,Mobile Phones,iPhone,5.4,3
3/14/2019,California,West,Mobile Phones,Pixel,19.44,3
12/8/2018,California,West,Laptops,Asus,39.88,2
12/8/2018,California,West,Laptops,Asus,79.44,3
9/30/2017,Pennsylvania,East,Mobile Phones,HTC,20.664,7
11/21/2016,California,West,Mobile Phones,Pixel,32.4,5
11/24/2017,Texas,Central,Mobile Phones,Samsung,13.762,1
11/14/2017,Minnesota,Central,Mobile Phones,Motorola ,15.28,2
8/16/2019,Pennsylvania,East,Mobile Phones,OnePlus,44.688,7
8/16/2019,Pennsylvania,East,Laptops,Dell,301.47,3
10/13/2017,Louisiana,South,Mobile Phones,HTC,11.07,3
10/13/2017,Louisiana,South,Laptops,Lenovo,1504.52,4
10/13/2017,Louisiana,South,Mobile Phones,Pixel,25.92,4
11/4/2017,Texas,Central,Mobile Phones,iPhone,7.536,6
11/4/2017,Texas,Central,Mobile Phones,iPhone,1.408,2
11/4/2017,Texas,Central,Mobile Phones,iPhone,4.144,4
11/4/2017,Texas,Central,Mobile Phones,OnePlus,52.752,3
3/19/2017,California,West,Mobile Phones,Samsung,381.36,7
11/3/2018,California,West,Mobile Phones,LG,6.72,4
7/23/2017,California,West,Mobile Phones,iPhone,15.192,3
7/23/2017,California,West,Mobile Phones,Pixel,58.32,9
12/27/2018,Arizona,West,Mobile Phones,iPhone,946.764,6
9/2/2016,California,West,Laptops,Asus,94.68,9
9/2/2016,California,West,Mobile Phones,OnePlus,23.67,3
9/2/2016,California,West,Cameras ,Sony,1091.168,4
9/2/2016,California,West,Mobile Phones,LG,18.69,7
9/2/2016,California,West,Laptops,Lenovo,568.728,3
9/2/2016,California,West,Mobile Phones,iPhone,7.312,1
2/11/2017,Ohio,East,Laptops,Asus,147.568,2
10/27/2017,Florida,South,Mobile Phones,Pixel,56.784,7
10/27/2017,Florida,South,Mobile Phones,iPhone,5.607,3
10/27/2017,Florida,South,Mobile Phones,LG,6.576,3
7/9/2018,California,West,Mobile Phones,iPhone,14.304,6
7/9/2018,California,West,Laptops,Dell,119.833,1
7/9/2018,California,West,Mobile Phones,LG,5.56,2
7/9/2018,California,West,Mobile Phones,Pixel,32.4,5
5/22/2017,California,West,Mobile Phones,LG,9.84,3
5/22/2017,California,West,Mobile Phones,LG,2.78,1
11/10/2016,New York,East,Mobile Phones,iPhone,3.64,1
11/10/2016,New York,East,Cameras ,Sony,881.93,7
12/2/2016,Iowa,Central,Mobile Phones,iPhone,115.84,8
3/2/2017,California,West,Mobile Phones,iPhone,107.648,2
9/23/2017,Arkansas,South,Cameras ,Nikon,199.95,5
9/23/2017,Arkansas,South,Mobile Phones,Pixel,12.96,2
2/11/2018,Missouri,Central,Laptops,HP,60.89,1
2/11/2018,Missouri,Central,Mobile Phones,HTC,14.94,3
2/11/2018,Missouri,Central,Mobile Phones,iPhone,9.64,2
2/11/2018,Missouri,Central,Laptops,Asus,332.94,3
2/11/2018,Missouri,Central,Mobile Phones,iPhone,51.9,3
2/11/2018,Missouri,Central,Mobile Phones,OnePlus,64.96,2
11/11/2017,South Dakota,Central,Mobile Phones,Mi,25.5,3
9/2/2017,Washington,West,Laptops,HP,215.976,3
10/9/2019,Michigan,Central,Laptops,HP,389.97,3
10/9/2019,Michigan,Central,Mobile Phones,Samsung,269.91,5
11/24/2017,Tennessee,South,Mobile Phones,iPhone,11.673,3
11/24/2017,Tennessee,South,Mobile Phones,Motorola ,64.848,7
2/8/2018,Nevada,West,Laptops,Asus,14.56,2
9/25/2019,New York,East,Laptops,HP,102.582,1
9/25/2019,New York,East,Mobile Phones,Pixel,20.04,3
8/21/2017,New York,East,Mobile Phones,iPhone,32.088,7
8/21/2017,New York,East,Mobile Phones,iPhone,4305.552,6
5/12/2016,New York,East,Laptops,Asus,10.02,3
5/12/2016,New York,East,Cameras ,Sony,631.96,4
9/2/2017,Kentucky,South,Mobile Phones,iPhone,1577.94,3
10/10/2018,New Mexico,West,Mobile Phones,LG,255.85,7
5/26/2016,Florida,South,Mobile Phones,OnePlus,184.704,6
5/26/2016,Florida,South,Cameras ,Nikon,47.92,2
12/1/2017,Pennsylvania,East,Mobile Phones,HTC,15.936,4
12/1/2017,Pennsylvania,East,Mobile Phones,iPhone,8.001,7
12/1/2017,Pennsylvania,East,Laptops,HP,398.972,2
9/20/2016,Washington,West,Laptops,Dell,163.88,2
9/11/2017,Virginia,South,Mobile Phones,Samsung,67.9,5
12/30/2016,Florida,South,Mobile Phones,Pixel,72.224,4
9/2/2017,Colorado,West,Mobile Phones,HTC,11.696,2
11/18/2018,Wisconsin,Central,Laptops,HP,392.94,3
11/21/2019,North Carolina,South,Laptops,Asus,18.176,1
6/19/2017,Texas,Central,Mobile Phones,iPhone,6.888,3
6/19/2017,Texas,Central,Laptops,Lenovo,457.485,3
11/30/2017,Pennsylvania,East,Laptops,HP,1079.316,6
4/23/2018,California,West,Mobile Phones,Pixel,48.91,1
9/23/2018,Delaware,East,Mobile Phones,LG,9.84,3
9/23/2018,Delaware,East,Mobile Phones,iPhone,34.5,3
3/2/2017,Texas,Central,Mobile Phones,iPhone,0.556,1
11/17/2017,Maryland,East,Mobile Phones,iPhone,43.8,6
5/28/2017,Ohio,East,Mobile Phones,Pixel,13.872,3
5/28/2017,Ohio,East,Laptops,Dell,115.96,4
4/18/2019,Texas,Central,Cameras ,Nikon,41.424,2
4/18/2019,Texas,Central,Cameras ,Sony,244.768,4
4/18/2019,Texas,Central,Mobile Phones,LG,74.352,3
4/18/2019,Texas,Central,Mobile Phones,iPhone,4.312,2
4/18/2019,Texas,Central,Laptops,HP,56.686,1
4/18/2019,Texas,Central,Cameras ,Sony,97.968,2
4/18/2019,Texas,Central,Mobile Phones,LG,7.872,3
4/18/2019,Texas,Central,Mobile Phones,Pixel,15.552,3
4/18/2019,Texas,Central,Mobile Phones,iPhone,1.476,1
9/19/2019,New Mexico,West,Mobile Phones,LG,8.4,5
3/25/2018,California,West,Mobile Phones,LG,6.56,2
3/25/2018,California,West,Mobile Phones,LG,14.88,2
3/25/2018,California,West,Cameras ,Nikon,45.48,4
3/25/2018,California,West,Mobile Phones,LG,25.44,6
8/26/2016,New York,East,Mobile Phones,iPhone,146.688,8
3/6/2017,Texas,Central,Mobile Phones,HTC,4.928,2
3/6/2017,Texas,Central,Mobile Phones,LG,63.488,4
11/11/2019,Michigan,Central,Mobile Phones,OnePlus,418.32,7
11/11/2019,Michigan,Central,Mobile Phones,Samsung,123.858,2
4/5/2016,Pennsylvania,East,Cameras ,Sony,118.782,3
4/5/2016,Pennsylvania,East,Mobile Phones,Mi,769.184,4
2/21/2017,Texas,Central,Cameras ,Nikon,47.904,1
7/20/2017,New York,East,Mobile Phones,Pixel,13.36,2
7/20/2017,New York,East,Laptops,HP,163.764,2
7/20/2017,New York,East,Laptops,Asus,183.92,4
11/4/2016,Texas,Central,Laptops,Asus,11.376,3
11/4/2016,Texas,Central,Laptops,Asus,66.112,4
9/23/2017,California,West,Mobile Phones,Pixel,211.04,8
9/23/2017,California,West,Laptops,HP,594.816,2
9/23/2017,California,West,Mobile Phones,iPhone,72.96,3
9/7/2017,Washington,West,Laptops,Asus,80.96,4
9/7/2017,Washington,West,Cameras ,Sony,455.712,2
9/7/2017,Washington,West,Mobile Phones,LG,25.98,1
11/28/2019,California,West,Mobile Phones,Samsung,45.28,4
11/12/2019,New York,East,Mobile Phones,Motorola ,15.56,2
9/29/2016,Oregon,West,Cameras ,Sony,859.2,3
9/11/2017,Kentucky,South,Mobile Phones,Samsung,195.68,4
9/11/2017,Kentucky,South,Mobile Phones,Nokia,14.2,4
5/1/2017,Florida,South,Laptops,Dell,314.352,3
5/1/2017,Florida,South,Mobile Phones,HTC,4.608,2
9/16/2017,California,West,Mobile Phones,Nokia,17.9,5
10/19/2018,California,West,Mobile Phones,iPhone,2.992,1
10/19/2018,California,West,Mobile Phones,iPhone,20.064,6
10/19/2018,California,West,Mobile Phones,Pixel,146.73,3
10/19/2018,California,West,Mobile Phones,HTC,18.75,5
10/19/2018,California,West,Cameras ,Sony,117.576,3
3/13/2016,California,West,Mobile Phones,iPhone,51.184,7
2/17/2017,Ohio,East,Laptops,Lenovo,455.97,5
2/17/2017,Ohio,East,Mobile Phones,iPhone,5.715,5
2/17/2017,Ohio,East,Cameras ,Sony,57.594,1
2/17/2017,Ohio,East,Laptops,Asus,30.144,2
2/17/2017,Ohio,East,Laptops,HP,899.43,5
12/22/2016,California,West,Laptops,Asus,842.72,8
12/22/2016,California,West,Laptops,Asus,41.96,2
9/23/2016,Washington,West,Mobile Phones,iPhone,13.216,4
9/23/2016,Washington,West,Laptops,HP,184.752,3
9/24/2017,Illinois,Central,Laptops,HP,520.464,2
9/24/2017,Illinois,Central,Mobile Phones,Pixel,11.424,3
12/1/2019,Michigan,Central,Mobile Phones,Pixel,19.44,3
12/1/2019,Michigan,Central,Mobile Phones,LG,3.64,2
12/1/2019,Michigan,Central,Mobile Phones,Pixel,18.54,2
1/25/2016,New York,East,Mobile Phones,iPhone,43.12,5
1/25/2016,New York,East,Laptops,Lenovo,313.722,3
1/25/2016,New York,East,Laptops,Asus,45.98,1
1/25/2016,New York,East,Mobile Phones,OnePlus,428.68,7
3/21/2017,Washington,West,Mobile Phones,iPhone,30.576,6
3/21/2017,Washington,West,Mobile Phones,Nokia,13.02,7
3/21/2017,Washington,West,Laptops,Asus,22.14,3
3/21/2017,Washington,West,Mobile Phones,OnePlus,359.32,4
8/22/2018,Missouri,Central,Mobile Phones,Pixel,11.56,2
6/8/2018,New York,East,Mobile Phones,iPhone,68.48,2
6/8/2018,New York,East,Mobile Phones,OnePlus,1676.88,6
4/7/2016,New Jersey,East,Mobile Phones,Pixel,37.94,2
11/7/2017,Maryland,East,Laptops,HP,272.97,3
5/29/2019,Ohio,East,Laptops,Asus,41.568,4
5/29/2019,Ohio,East,Laptops,HP,317.058,3
5/29/2019,Ohio,East,Mobile Phones,Nokia,8.04,5
5/7/2017,California,West,Cameras ,Sony,419.944,7
6/5/2016,Washington,West,Mobile Phones,Mi,61.38,6
12/14/2019,California,West,Cameras ,Nikon,50,2
12/25/2017,New Jersey,East,Cameras ,Nikon,31.8,3
12/17/2017,Wisconsin,Central,Mobile Phones,OnePlus,32.56,2
5/10/2016,Illinois,Central,Mobile Phones,Motorola ,7.072,2
12/23/2018,Florida,South,Mobile Phones,Pixel,45.528,3
12/23/2018,Florida,South,Laptops,HP,64.784,1
12/23/2018,Florida,South,Mobile Phones,OnePlus,424.272,2
12/23/2018,Florida,South,Mobile Phones,LG,1.344,1
12/23/2018,Florida,South,Mobile Phones,OnePlus,83.92,5
8/11/2017,New York,East,Mobile Phones,Pixel,25.92,4
8/27/2017,Arizona,West,Laptops,Asus,120.576,8
1/19/2017,Vermont,East,Mobile Phones,Pixel,79.92,4
1/19/2017,Vermont,East,Mobile Phones,Pixel,12.28,1
1/19/2017,Vermont,East,Mobile Phones,Samsung,542.94,3
1/19/2017,Vermont,East,Mobile Phones,Motorola ,2.04,1
6/19/2019,Texas,Central,Mobile Phones,OnePlus,228.92,5
3/13/2017,Illinois,Central,Cameras ,Sony,7.992,1
10/25/2019,Colorado,West,Laptops,HP,582.336,8
9/20/2018,New York,East,Cameras ,Sony,629.95,5
9/20/2018,New York,East,Laptops,HP,631.782,2
9/20/2018,New York,East,Laptops,Dell,801.568,2
9/20/2018,New York,East,Mobile Phones,HTC,75.18,6
9/20/2018,New York,East,Mobile Phones,Samsung,30.98,1
9/20/2018,New York,East,Cameras ,Sony,1349.91,9
11/11/2016,Illinois,Central,Mobile Phones,LG,14.112,6
9/16/2019,Virginia,South,Mobile Phones,Motorola ,31.12,4
6/24/2018,Arizona,West,Laptops,Asus,4.272,2
8/12/2016,New York,East,Laptops,Lenovo,209.148,2
8/12/2016,New York,East,Mobile Phones,OnePlus,1591.02,6
4/13/2017,Pennsylvania,East,Mobile Phones,Nokia,7.92,5
3/14/2018,Illinois,Central,Cameras ,Canon,574.91,2
3/14/2018,Illinois,Central,Mobile Phones,Pixel,8.448,2
9/22/2017,New York,East,Cameras ,Nikon,1071,9
9/22/2017,New York,East,Laptops,Asus,12.07,1
12/10/2017,Pennsylvania,East,Mobile Phones,iPhone,3.273,1
12/10/2017,Pennsylvania,East,Laptops,Asus,87.92,5
3/10/2016,Arizona,West,Mobile Phones,OnePlus,104.696,1
1/27/2019,California,West,Laptops,HP,2803.92,5
9/26/2016,Texas,Central,Mobile Phones,iPhone,6.816,2
10/18/2019,Washington,West,Cameras ,Sony,249.584,2
10/18/2019,Washington,West,Mobile Phones,Pixel,17.94,3
10/18/2019,Washington,West,Laptops,Asus,10.11,3
10/27/2018,North Carolina,South,Mobile Phones,Pixel,10.368,2
10/27/2018,North Carolina,South,Mobile Phones,Pixel,11.952,3
10/2/2017,Texas,Central,Mobile Phones,Samsung,15.224,2
10/2/2017,Texas,Central,Mobile Phones,Samsung,21.984,6
7/23/2018,California,West,Cameras ,Sony,604.752,6
7/23/2018,California,West,Mobile Phones,Mi,40.7,5
7/23/2018,California,West,Cameras ,Sony,302.376,3
7/23/2018,California,West,Cameras ,Nikon,45,3
9/12/2018,New York,East,Laptops,HP,3785.292,6
9/15/2016,Washington,West,Mobile Phones,LG,35.4,5
11/27/2018,New York,East,Laptops,Asus,199.9,5
5/11/2018,Texas,Central,Laptops,HP,1212.96,8
8/28/2019,Texas,Central,Cameras ,Sony,1099.96,5
8/28/2019,Texas,Central,Laptops,Lenovo,103.481,1
6/19/2019,Pennsylvania,East,Mobile Phones,HTC,5.904,2
8/17/2019,Arizona,West,Cameras ,Nikon,30.08,2
8/17/2019,Arizona,West,Mobile Phones,Pixel,36.288,7
8/17/2019,Arizona,West,Mobile Phones,LG,10.272,3
8/17/2019,Arizona,West,Cameras ,Nikon,252.8,4
9/25/2019,Pennsylvania,East,Mobile Phones,iPhone,2.946,2
5/26/2017,California,West,Mobile Phones,Pixel,12.96,2
7/31/2017,Pennsylvania,East,Cameras ,Sony,285.576,4
10/12/2018,Illinois,Central,Mobile Phones,Mi,22.24,2
5/25/2018,New York,East,Mobile Phones,Pixel,14.62,2
12/29/2018,Ohio,East,Mobile Phones,Samsung,48.36,5
4/7/2017,Florida,South,Mobile Phones,LG,16.256,2
4/7/2017,Florida,South,Cameras ,Sony,219.184,2
3/1/2019,Texas,Central,Cameras ,Sony,95.84,4
5/29/2019,Indiana,Central,Mobile Phones,HTC,12.39,3
9/22/2016,Indiana,Central,Mobile Phones,Pixel,35.88,6
5/27/2017,Oklahoma,Central,Laptops,Asus,477.3,5
9/17/2016,Washington,West,Mobile Phones,HTC,12.32,4
9/8/2018,California,West,Mobile Phones,iPhone,8.608,2
6/3/2017,Washington,West,Mobile Phones,OnePlus,136.26,9
9/28/2019,California,West,Mobile Phones,Samsung,186.15,3
9/28/2019,California,West,Mobile Phones,iPhone,81.792,6
9/28/2019,California,West,Mobile Phones,Mi,47.19,3
9/28/2019,California,West,Cameras ,Sony,36.784,2
6/16/2016,Tennessee,South,Cameras ,Canon,91.475,1
5/27/2017,North Carolina,South,Cameras ,Nikon,27.192,3
5/27/2017,North Carolina,South,Mobile Phones,iPhone,12.06,5
10/9/2018,California,West,Mobile Phones,LG,144.6,3
10/9/2018,California,West,Cameras ,Sony,15.992,1
11/17/2018,New York,East,Mobile Phones,Pixel,34.44,3
10/19/2018,California,West,Cameras ,Sony,321.552,6
11/25/2017,Kentucky,South,Laptops,HP,701.96,2
2/27/2018,Ohio,East,Mobile Phones,LG,19.456,4
12/21/2018,Delaware,East,Mobile Phones,HTC,17.28,6
11/19/2016,Washington,West,Laptops,Asus,31.96,2
11/5/2017,New York,East,Mobile Phones,iPhone,164.688,6
11/5/2017,New York,East,Laptops,Lenovo,166.5,2
11/5/2017,New York,East,Mobile Phones,Pixel,12.96,2
