Date,State,Region,Category,Sales,Quantity
12/5/2018,California,West,Mobile Phones,49.12,4
12/5/2018,California,West,Mobile Phones,15,3
10/21/2018,Virginia,South,Mobile Phones,194.7,5
10/21/2018,Virginia,South,Laptops,591.32,4
10/21/2018,Virginia,South,Mobile Phones,2.84,1
12/8/2019,California,West,Mobile Phones,221.96,2
12/8/2019,California,West,Cameras ,236,4
11/2/2018,Washington,West,Cameras ,41.94,2
11/2/2018,Washington,West,Cameras ,52.792,1
12/18/2016,Nebraska,Central,Laptops,563.94,3
11/23/2019,New Jersey,East,Mobile Phones,2625.12,8
11/23/2019,New Jersey,East,Mobile Phones,17.94,3
8/13/2019,Pennsylvania,East,Mobile Phones,422.856,3
4/16/2019,New York,East,Laptops,127.764,2
3/21/2018,Virginia,South,Cameras ,3499.93,7
3/21/2018,Virginia,South,Mobile Phones,14.4,5
3/21/2018,Virginia,South,Mobile Phones,122.97,3
3/21/2018,Virginia,South,Mobile Phones,9.32,4
3/21/2018,Virginia,South,Mobile Phones,122.94,3
11/16/2017,California,West,Laptops,17.31,3
9/25/2019,Illinois,Central,Mobile Phones,128.744,7
9/5/2016,Pennsylvania,East,Laptops,58.248,9
9/5/2016,Pennsylvania,East,Laptops,71.246,2
9/5/2016,Pennsylvania,East,Mobile Phones,7.872,3
9/5/2016,Pennsylvania,East,Laptops,887.271,3
4/20/2017,Michigan,Central,Mobile Phones,146.86,7
4/20/2017,Michigan,Central,Mobile Phones,36.56,4
6/15/2019,California,West,Cameras ,225.576,3
9/17/2018,Oregon,West,Mobile Phones,5.248,2
9/17/2018,Oregon,West,Mobile Phones,38.256,3
9/17/2018,Oregon,West,Mobile Phones,40.24,5
9/17/2018,Oregon,West,Cameras ,29.925,5
9/17/2018,Oregon,West,Mobile Phones,148.704,6
9/17/2018,Oregon,West,Cameras ,55.92,10
7/8/2016,Rhode Island,East,Mobile Phones,12.96,2
5/27/2016,Illinois,Central,Laptops,25.176,3
5/27/2016,Illinois,Central,Laptops,5.584,2
5/27/2016,Illinois,Central,Mobile Phones,1297.368,9
12/24/2017,Texas,Central,Mobile Phones,264.32,2
5/3/2017,California,West,Mobile Phones,25.92,4
5/3/2017,California,West,Mobile Phones,22.96,7
2/22/2018,California,West,Mobile Phones,19.44,3
2/8/2019,Kansas,Central,Mobile Phones,9.54,2
2/8/2019,Kansas,Central,Mobile Phones,5.81,1
2/8/2019,Kansas,Central,Mobile Phones,5.76,2
8/24/2019,New York,East,Laptops,14.91,3
11/30/2018,Florida,South,Mobile Phones,6.642,9
12/10/2016,New York,East,Mobile Phones,18.54,2
12/10/2016,New York,East,Mobile Phones,679.96,5
10/27/2017,California,West,Laptops,189.576,1
10/27/2017,California,West,Cameras ,71.96,5
11/25/2018,California,West,Cameras ,539.92,5
11/25/2018,California,West,Laptops,725.344,4
11/25/2018,California,West,Mobile Phones,7.44,3
7/14/2018,Delaware,East,Mobile Phones,39.48,1
5/23/2019,Michigan,Central,Mobile Phones,850.5,5
5/23/2019,Michigan,Central,Laptops,75.33,9
11/21/2019,Arizona,West,Mobile Phones,325.632,6
11/21/2019,Arizona,West,Cameras ,23.344,2
11/21/2019,Arizona,West,Mobile Phones,16.52,5
3/30/2018,Texas,Central,Mobile Phones,335.72,5
3/30/2018,Texas,Central,Cameras ,251.944,7
3/30/2018,Texas,Central,Laptops,127.302,7
12/29/2017,Kentucky,South,Laptops,1207.84,8
12/29/2017,Kentucky,South,Mobile Phones,12.53,1
12/29/2017,Kentucky,South,Mobile Phones,34.58,1
12/29/2017,Kentucky,South,Laptops,300.98,1
12/29/2017,Kentucky,South,Laptops,258.75,3
3/2/2017,Delaware,East,Mobile Phones,59.52,3
3/2/2017,Delaware,East,Mobile Phones,57.96,7
3/2/2017,Delaware,East,Laptops,441.96,2
3/2/2017,Delaware,East,Mobile Phones,68.04,6
10/6/2016,Colorado,West,Cameras ,703.71,6
10/6/2016,Colorado,West,Mobile Phones,17.904,4
10/6/2016,Colorado,West,Mobile Phones,11.976,4
10/6/2016,Colorado,West,Cameras ,67.96,5
4/5/2019,California,West,Laptops,892.224,3
9/9/2018,North Carolina,South,Cameras ,1299.99,2
3/15/2016,California,West,Mobile Phones,4.544,2
3/15/2016,California,West,Laptops,1352.032,4
12/27/2019,Ohio,East,Laptops,1548.99,9
12/27/2019,Ohio,East,Mobile Phones,19.872,3
8/7/2017,Texas,Central,Cameras ,119.448,3
8/7/2017,Texas,Central,Mobile Phones,118.16,2
3/22/2019,Alabama,South,Mobile Phones,19.56,4
11/30/2019,Nevada,West,Laptops,80.96,4
11/30/2019,Nevada,West,Mobile Phones,25.92,4
4/15/2018,California,West,Mobile Phones,106.96,2
4/15/2018,California,West,Laptops,187.76,4
7/30/2017,Ohio,East,Mobile Phones,76.776,4
6/1/2017,Nebraska,Central,Mobile Phones,53.9,5
1/7/2018,Texas,Central,Laptops,76.728,3
1/7/2018,Texas,Central,Mobile Phones,10.43,7
9/29/2017,California,West,Mobile Phones,99.2,5
9/13/2017,North Carolina,South,Mobile Phones,15.92,5
10/22/2018,Louisiana,South,Laptops,129.92,4
10/4/2016,Rhode Island,East,Mobile Phones,30.4,1
10/4/2016,Rhode Island,East,Cameras ,5399.91,9
10/4/2016,Rhode Island,East,Mobile Phones,119.1,3
11/27/2019,Massachusetts,East,Mobile Phones,40.08,6
11/27/2019,Massachusetts,East,Mobile Phones,59.94,3
11/27/2019,Massachusetts,East,Cameras ,259.98,2
11/27/2019,Massachusetts,East,Laptops,170.98,1
11/27/2019,Massachusetts,East,Laptops,38.97,3
11/27/2019,Massachusetts,East,Mobile Phones,154.9,5
11/27/2019,Massachusetts,East,Laptops,446.068,4
5/6/2017,California,West,Mobile Phones,152.94,3
10/8/2018,North Carolina,South,Cameras ,23.472,3
12/31/2018,Rhode Island,East,Mobile Phones,195.64,4
12/31/2018,Rhode Island,East,Mobile Phones,14.94,3
12/31/2018,Rhode Island,East,Cameras ,1687.8,4
12/31/2018,Rhode Island,East,Laptops,341.96,2
12/31/2018,Rhode Island,East,Laptops,605.88,6
4/28/2019,Michigan,Central,Mobile Phones,186.732,1
4/28/2019,Michigan,Central,Mobile Phones,3812.97,3
2/14/2019,New York,East,Mobile Phones,26.424,9
2/14/2019,New York,East,Cameras ,625.99,1
11/25/2016,Michigan,Central,Laptops,1568.61,9
11/25/2016,Michigan,Central,Mobile Phones,17.3,1
11/25/2016,Michigan,Central,Cameras ,160,8
7/15/2017,Virginia,South,Mobile Phones,179.94,3
7/15/2017,Virginia,South,Laptops,872.94,3
7/15/2017,Virginia,South,Mobile Phones,12.96,2
12/29/2018,California,West,Mobile Phones,88.8,6
12/29/2018,California,West,Cameras ,319.968,4
3/22/2016,Washington,West,Laptops,167.888,7
7/2/2017,Texas,Central,Mobile Phones,163.96,5
7/2/2017,Texas,Central,Mobile Phones,5.232,4
12/14/2017,Massachusetts,East,Cameras ,1199.98,2
12/14/2017,Massachusetts,East,Mobile Phones,73.85,1
12/14/2017,Massachusetts,East,Mobile Phones,25.71,3
12/14/2017,Massachusetts,East,Mobile Phones,17.28,6
12/14/2017,Massachusetts,East,Laptops,526.582,2
8/26/2016,Michigan,Central,Mobile Phones,11.56,2
8/26/2016,Michigan,Central,Cameras ,209.97,3
8/26/2016,Michigan,Central,Laptops,447.84,4
8/26/2016,Michigan,Central,Cameras ,479.97,3
8/26/2016,Michigan,Central,Mobile Phones,8.64,3
10/15/2017,Utah,West,Mobile Phones,11.68,2
10/25/2018,Pennsylvania,East,Cameras ,40.776,3
10/25/2018,Pennsylvania,East,Mobile Phones,13.698,3
4/2/2019,Arizona,West,Cameras ,87.8,5
10/28/2017,North Carolina,South,Laptops,77.952,3
10/28/2017,North Carolina,South,Mobile Phones,147.184,2
10/28/2017,North Carolina,South,Mobile Phones,47.952,3
12/5/2018,California,West,Mobile Phones,250.26,6
11/3/2017,Pennsylvania,East,Cameras ,40.776,3
1/6/2019,Colorado,West,Mobile Phones,29.6,5
1/6/2019,Colorado,West,Mobile Phones,1.938,2
9/9/2017,California,West,Cameras ,159.96,4
1/5/2019,New York,East,Mobile Phones,59.52,3
1/5/2019,New York,East,Mobile Phones,17.48,2
1/5/2019,New York,East,Mobile Phones,13.168,2
4/16/2017,California,West,Mobile Phones,40.74,3
9/10/2019,Texas,Central,Laptops,179.886,1
9/25/2016,Ohio,East,Mobile Phones,286.256,1
9/25/2016,Ohio,East,Mobile Phones,24.224,2
9/25/2016,Ohio,East,Mobile Phones,331.536,3
3/16/2019,New York,East,Mobile Phones,17.52,3
11/26/2016,Texas,Central,Mobile Phones,17.856,4
9/26/2016,Florida,South,Cameras ,431.976,3
6/13/2017,Washington,West,Laptops,291.136,4
9/18/2017,Texas,Central,Mobile Phones,114.848,4
6/2/2017,Texas,Central,Mobile Phones,10.688,2
5/15/2016,Ohio,East,Mobile Phones,15.232,4
9/15/2017,Washington,West,Mobile Phones,12.42,3
8/22/2016,Washington,West,Mobile Phones,19.44,3
5/30/2018,New York,East,Mobile Phones,70.368,4
12/18/2017,North Carolina,South,Mobile Phones,12.672,9
7/30/2017,Maryland,East,Cameras ,89.95,5
11/21/2018,California,West,Mobile Phones,6.58,2
11/21/2018,California,West,Cameras ,94.99,1
9/24/2019,Arizona,West,Cameras ,35.12,2
8/20/2017,California,West,Mobile Phones,25.92,4
6/17/2016,Connecticut,East,Mobile Phones,7.96,2
6/17/2016,Connecticut,East,Cameras ,566.97,3
6/17/2016,Connecticut,East,Mobile Phones,9.84,3
12/19/2019,Illinois,Central,Cameras ,25.488,2
5/31/2019,New York,East,Mobile Phones,7.56,6
6/18/2019,Virginia,South,Laptops,60.84,3
6/18/2019,Virginia,South,Mobile Phones,450.04,2
6/18/2019,Virginia,South,Mobile Phones,34.6,2
6/18/2019,Virginia,South,Cameras ,467.97,3
6/18/2019,Virginia,South,Mobile Phones,33.02,2
11/30/2019,North Carolina,South,Laptops,17.088,2
12/21/2019,Ohio,East,Mobile Phones,3.008,2
11/17/2017,North Carolina,South,Mobile Phones,268.24,7
11/17/2017,North Carolina,South,Cameras ,431.16,5
11/13/2017,New York,East,Cameras ,43.6,4
11/13/2017,New York,East,Laptops,154.95,3
10/24/2016,Texas,Central,Mobile Phones,15.552,3
12/6/2018,Tennessee,South,Mobile Phones,42.208,2
12/3/2017,Texas,Central,Mobile Phones,10.368,2
9/26/2017,Oregon,West,Mobile Phones,2.224,1
2/3/2019,Georgia,South,Mobile Phones,74.52,9
8/12/2017,Maryland,East,Mobile Phones,17.52,3
8/12/2017,Maryland,East,Laptops,1779.9,5
8/12/2017,Maryland,East,Mobile Phones,219.9,5
8/24/2019,Oregon,West,Mobile Phones,7.152,3
11/12/2017,Florida,South,Mobile Phones,26.72,5
8/1/2016,California,West,Cameras ,1039.728,2
8/1/2016,California,West,Mobile Phones,45.96,2
11/25/2016,Ohio,East,Mobile Phones,456.588,2
11/25/2016,Ohio,East,Cameras ,4499.985,5
11/25/2016,Ohio,East,Cameras ,59.976,3
4/13/2016,California,West,Mobile Phones,6.12,3
12/27/2018,California,West,Mobile Phones,10.98,1
12/27/2018,California,West,Mobile Phones,7.86,3
12/27/2018,California,West,Mobile Phones,51.45,3
12/27/2018,California,West,Mobile Phones,37.056,3
4/18/2016,Virginia,South,Mobile Phones,203.92,4
4/18/2016,Virginia,South,Cameras ,29.56,4
3/8/2019,Illinois,Central,Mobile Phones,8.568,3
11/4/2016,North Carolina,South,Mobile Phones,45.248,2
11/4/2016,North Carolina,South,Laptops,876.3,10
11/4/2016,North Carolina,South,Mobile Phones,185.376,2
11/29/2018,New York,East,Mobile Phones,25.06,2
5/17/2016,Illinois,Central,Mobile Phones,2.89,1
5/17/2016,Illinois,Central,Mobile Phones,7.896,3
5/17/2016,Illinois,Central,Laptops,22.608,3
5/17/2016,Illinois,Central,Mobile Phones,30.528,8
9/19/2017,Pennsylvania,East,Mobile Phones,4.842,3
12/19/2016,Illinois,Central,Mobile Phones,1.8,5
10/12/2017,Texas,Central,Cameras ,39.984,2
12/12/2019,Nevada,West,Mobile Phones,32.4,5
12/12/2019,Nevada,West,Mobile Phones,97.88,2
7/12/2019,Texas,Central,Cameras ,307.168,4
10/2/2019,Connecticut,East,Mobile Phones,26.9,5
3/24/2017,New York,East,Mobile Phones,47.01,3
3/24/2017,New York,East,Cameras ,469.99,1
3/24/2017,New York,East,Laptops,207.846,3
6/1/2017,Pennsylvania,East,Mobile Phones,324.744,3
3/24/2018,California,West,Laptops,40.48,2
9/22/2019,Tennessee,South,Mobile Phones,12,4
9/22/2019,Tennessee,South,Mobile Phones,720.064,4
9/22/2019,Tennessee,South,Mobile Phones,25.424,1
9/22/2019,Tennessee,South,Mobile Phones,2.816,2
9/22/2019,Tennessee,South,Mobile Phones,3.204,2
1/8/2016,North Carolina,South,Mobile Phones,30.828,7
1/8/2016,North Carolina,South,Mobile Phones,47.616,3
1/8/2016,North Carolina,South,Cameras ,108.784,2
2/14/2016,Maryland,East,Mobile Phones,4.77,1
2/14/2016,Maryland,East,Mobile Phones,7.98,3
2/14/2016,Maryland,East,Laptops,550.431,3
2/14/2016,Maryland,East,Laptops,10.56,6
6/8/2017,California,West,Laptops,1497.666,2
6/8/2017,California,West,Cameras ,17.52,2
10/21/2016,Nevada,West,Mobile Phones,113.22,3
10/21/2016,Nevada,West,Mobile Phones,35.88,6
10/21/2016,Nevada,West,Mobile Phones,4535.976,3
1/26/2017,California,West,Mobile Phones,11.84,8
12/8/2017,Rhode Island,East,Mobile Phones,592.74,6
10/21/2016,Tennessee,South,Mobile Phones,111.672,9
8/26/2018,Delaware,East,Mobile Phones,8.64,3
8/26/2018,Delaware,East,Cameras ,149.97,3
5/16/2018,California,West,Laptops,232.88,5
2/3/2019,New York,East,Laptops,90.882,1
10/31/2017,Illinois,Central,Cameras ,508.768,4
10/31/2017,Illinois,Central,Mobile Phones,9.912,3
4/26/2019,California,West,Laptops,63.936,3
4/26/2019,California,West,Mobile Phones,59.52,3
4/26/2019,California,West,Cameras ,311.976,3
4/26/2019,California,West,Mobile Phones,50.352,3
5/9/2016,Texas,Central,Cameras ,19.136,2
1/24/2019,Florida,South,Mobile Phones,13.12,5
4/13/2019,California,West,Laptops,241.568,2
4/13/2019,California,West,Cameras ,479.92,2
9/25/2019,Washington,West,Laptops,307.136,4
9/25/2019,Washington,West,Mobile Phones,12.6,2
9/25/2019,Washington,West,Cameras ,159.98,2
3/28/2018,Iowa,Central,Mobile Phones,6.12,3
3/28/2018,Iowa,Central,Laptops,1184.72,4
7/17/2016,New York,East,Mobile Phones,45.96,2
4/19/2018,Virginia,South,Mobile Phones,58.05,3
4/19/2018,Virginia,South,Mobile Phones,71.28,11
7/21/2017,Texas,Central,Laptops,124.404,4
9/27/2019,Virginia,South,Mobile Phones,154.9,5
9/27/2019,Virginia,South,Cameras ,1871.88,12
2/27/2016,Texas,Central,Laptops,16.192,2
5/2/2016,Texas,Central,Mobile Phones,18.936,3
5/2/2016,Texas,Central,Mobile Phones,12.672,3
5/2/2016,Texas,Central,Mobile Phones,5.04,2
12/9/2018,Illinois,Central,Mobile Phones,8.448,2
12/9/2018,Illinois,Central,Mobile Phones,20.388,2
12/25/2019,California,West,Mobile Phones,9.96,2
12/7/2017,Mississippi,South,Mobile Phones,320.64,4
12/7/2017,Mississippi,South,Cameras ,52,4
5/30/2018,New York,East,Mobile Phones,25.584,2
5/30/2018,New York,East,Cameras ,464,5
5/30/2018,New York,East,Mobile Phones,235.95,3
5/30/2018,New York,East,Mobile Phones,39.96,4
3/2/2017,Ohio,East,Mobile Phones,18.528,4
10/12/2019,Washington,West,Cameras ,17.9,2
10/12/2019,Washington,West,Mobile Phones,81.96,2
7/14/2019,Arizona,West,Mobile Phones,272.736,3
7/14/2019,Arizona,West,Mobile Phones,18.496,4
7/14/2019,Arizona,West,Laptops,441.92,2
7/14/2019,Arizona,West,Laptops,127.764,6
11/19/2018,Utah,West,Mobile Phones,166.44,3
5/27/2016,California,West,Mobile Phones,13.38,2
7/3/2017,North Carolina,South,Cameras ,24,2
9/25/2017,Ohio,East,Mobile Phones,24.448,4
10/3/2016,California,West,Mobile Phones,6.16,2
10/3/2016,California,West,Laptops,915.136,4
10/3/2016,California,West,Mobile Phones,8.56,2
10/3/2016,California,West,Mobile Phones,97.82,2
9/9/2017,Oregon,West,Mobile Phones,31.104,6
9/9/2017,Oregon,West,Mobile Phones,11.176,1
3/12/2019,North Carolina,South,Mobile Phones,5.04,2
11/29/2016,Illinois,Central,Laptops,242.176,4
6/14/2016,Pennsylvania,East,Laptops,337.176,2
12/3/2017,Colorado,West,Mobile Phones,13.344,6
12/3/2017,Colorado,West,Cameras ,76.752,6
12/3/2017,Colorado,West,Cameras ,102.336,8
12/3/2017,Colorado,West,Mobile Phones,10.32,2
12/3/2017,Colorado,West,Mobile Phones,47.32,7
12/3/2017,Colorado,West,Laptops,23.376,3
12/3/2017,Colorado,West,Laptops,16.72,5
12/3/2017,Colorado,West,Laptops,16.192,1
8/16/2016,California,West,Mobile Phones,32.4,5
12/25/2016,Arkansas,South,Mobile Phones,19.89,9
12/25/2016,Arkansas,South,Cameras ,399.98,2
12/25/2016,Arkansas,South,Laptops,343.85,5
12/25/2016,Arkansas,South,Mobile Phones,106.32,3
7/23/2017,New York,East,Mobile Phones,13.92,3
6/21/2017,West Virginia,East,Mobile Phones,82.4,5
6/21/2017,West Virginia,East,Mobile Phones,6.24,2
6/21/2017,West Virginia,East,Mobile Phones,447.84,8
8/13/2017,Tennessee,South,Mobile Phones,272.048,7
8/13/2017,Tennessee,South,Mobile Phones,1614.582,6
8/13/2017,Tennessee,South,Mobile Phones,24.32,5
8/13/2017,Tennessee,South,Cameras ,1.584,2
8/13/2017,Tennessee,South,Laptops,31.984,1
8/13/2017,Tennessee,South,Mobile Phones,14.76,5
8/13/2017,Tennessee,South,Laptops,423.648,2
11/7/2019,Texas,Central,Mobile Phones,76.64,2
10/15/2019,Texas,Central,Mobile Phones,4.464,1
10/15/2019,Texas,Central,Mobile Phones,3.96,10
7/30/2016,California,West,Mobile Phones,715.64,2
12/3/2016,California,West,Laptops,268.704,3
12/3/2016,California,West,Mobile Phones,21.92,8
12/3/2016,California,West,Mobile Phones,48.72,3
12/3/2016,California,West,Laptops,205.666,2
4/28/2016,Illinois,Central,Laptops,30.344,2
8/25/2017,Ohio,East,Mobile Phones,25.696,2
6/17/2017,New York,East,Cameras ,3404.5,5
6/17/2017,New York,East,Cameras ,101.34,3
11/20/2019,Pennsylvania,East,Laptops,344.372,4
9/4/2017,Texas,Central,Mobile Phones,30.384,1
7/4/2019,California,West,Mobile Phones,22.848,2
9/15/2017,Connecticut,East,Mobile Phones,38.62,2
9/15/2017,Connecticut,East,Cameras ,59.98,2
3/13/2017,Maryland,East,Mobile Phones,174.3,3
9/24/2017,Florida,South,Cameras ,383.96,5
9/24/2017,Florida,South,Mobile Phones,15.57,3
8/13/2016,Virginia,South,Mobile Phones,22.32,4
8/13/2016,Virginia,South,Mobile Phones,103.6,7
11/20/2017,New York,East,Cameras ,2.97,3
11/20/2017,New York,East,Cameras ,569.99,1
11/20/2017,New York,East,Laptops,50.97,3
7/25/2017,Texas,Central,Laptops,298.116,6
3/25/2016,New York,East,Mobile Phones,59.52,3
7/15/2016,Oregon,West,Laptops,230.28,3
7/15/2016,Oregon,West,Mobile Phones,105.52,5
8/17/2017,California,West,Mobile Phones,23.36,2
8/17/2017,California,West,Cameras ,71.976,3
8/17/2017,California,West,Mobile Phones,8.56,2
8/17/2017,California,West,Mobile Phones,13.92,3
8/17/2017,California,West,Mobile Phones,2518.29,9
8/17/2017,California,West,Mobile Phones,540.57,3
8/17/2017,California,West,Mobile Phones,221.056,8
12/14/2016,California,West,Laptops,81.424,2
12/14/2016,California,West,Mobile Phones,134.8,10
12/25/2017,Texas,Central,Mobile Phones,39.582,9
12/25/2017,Texas,Central,Mobile Phones,44.688,7
12/25/2017,Texas,Central,Mobile Phones,31.744,2
12/25/2017,Texas,Central,Mobile Phones,40.98,5
12/25/2017,Texas,Central,Mobile Phones,3.168,3
3/1/2018,Texas,Central,Mobile Phones,18.84,5
3/1/2018,Texas,Central,Laptops,362.25,6
3/1/2018,Texas,Central,Laptops,63.552,6
3/1/2018,Texas,Central,Mobile Phones,129.552,3
11/19/2019,New York,East,Mobile Phones,5.984,2
11/19/2019,New York,East,Cameras ,861.76,4
4/1/2018,Massachusetts,East,Mobile Phones,66.96,4
4/1/2018,Massachusetts,East,Mobile Phones,6.24,2
10/5/2017,California,West,Laptops,435.168,4
10/5/2017,California,West,Mobile Phones,14.9,5
10/5/2017,California,West,Mobile Phones,15.8,4
10/5/2017,California,West,Laptops,72.9,5
10/5/2017,California,West,Laptops,206.352,3
10/5/2017,California,West,Cameras ,7.992,1
11/18/2017,Florida,South,Mobile Phones,81.36,5
11/18/2017,Florida,South,Mobile Phones,20.232,8
11/18/2017,Florida,South,Mobile Phones,389.056,4
11/18/2017,Florida,South,Mobile Phones,20.736,4
11/18/2017,Florida,South,Mobile Phones,41.472,8
3/23/2019,California,West,Mobile Phones,33.36,4
10/10/2016,Colorado,West,Laptops,90.882,3
10/10/2016,Colorado,West,Cameras ,15.992,1
10/10/2016,Colorado,West,Laptops,120.784,1
8/16/2019,Pennsylvania,East,Cameras ,519.792,4
8/16/2019,Pennsylvania,East,Cameras ,31.176,3
8/16/2019,Pennsylvania,East,Mobile Phones,10.368,2
8/16/2019,Pennsylvania,East,Mobile Phones,2.724,2
8/16/2019,Pennsylvania,East,Laptops,254.352,3
8/16/2019,Pennsylvania,East,Mobile Phones,3.762,3
8/16/2019,Pennsylvania,East,Mobile Phones,10.272,3
5/31/2018,Mississippi,South,Cameras ,659.97,3
5/31/2018,Mississippi,South,Cameras ,113.73,3
8/27/2019,California,West,Mobile Phones,5.104,1
1/3/2018,Texas,Central,Mobile Phones,16.448,2
9/10/2018,New Jersey,East,Mobile Phones,81.92,4
9/10/2018,New Jersey,East,Laptops,254.9,5
1/22/2017,Illinois,Central,Mobile Phones,15.12,5
1/22/2017,Illinois,Central,Mobile Phones,7.872,3
4/21/2016,Washington,West,Mobile Phones,8.32,5
7/20/2016,New York,East,Cameras ,89.95,5
8/23/2016,Wisconsin,Central,Mobile Phones,25.2,4
8/23/2016,Wisconsin,Central,Mobile Phones,37.59,3
8/23/2016,Wisconsin,Central,Mobile Phones,14.97,1
8/23/2016,Wisconsin,Central,Cameras ,1.98,2
6/14/2016,Florida,South,Mobile Phones,39.936,4
6/14/2016,Florida,South,Cameras ,18.464,2
11/20/2019,Colorado,West,Mobile Phones,4.896,3
11/20/2019,Colorado,West,Laptops,145.764,6
11/20/2019,Colorado,West,Mobile Phones,9.612,6
11/3/2017,California,West,Cameras ,199.75,5
11/3/2017,California,West,Laptops,1673.184,12
5/4/2018,Washington,West,Laptops,12.18,7
5/4/2018,Washington,West,Mobile Phones,57.68,4
11/8/2019,Iowa,Central,Cameras ,263.96,4
12/12/2019,California,West,Cameras ,299.94,6
12/12/2019,California,West,Mobile Phones,25.76,7
12/1/2018,Massachusetts,East,Cameras ,271.9,2
12/1/2018,Massachusetts,East,Laptops,45.84,3
12/1/2018,Massachusetts,East,Laptops,9.82,2
10/7/2016,Washington,West,Mobile Phones,93.36,12
11/17/2019,Oklahoma,Central,Mobile Phones,541.24,4
11/17/2019,Oklahoma,Central,Mobile Phones,106.32,3
11/17/2019,Oklahoma,Central,Laptops,1323.9,5
3/17/2018,Pennsylvania,East,Mobile Phones,126.624,6
6/20/2019,Colorado,West,Cameras ,125.944,7
5/25/2017,New York,East,Mobile Phones,663.92,5
5/25/2017,New York,East,Cameras ,120,8
5/25/2017,New York,East,Mobile Phones,3.29,1
5/25/2017,New York,East,Laptops,18.84,3
9/9/2018,Ohio,East,Laptops,60.672,6
9/9/2018,Ohio,East,Mobile Phones,30.816,9
10/17/2017,California,West,Cameras ,52.792,1
11/2/2017,Missouri,Central,Mobile Phones,83.9,10
11/2/2017,Missouri,Central,Mobile Phones,11.76,2
7/21/2018,Texas,Central,Mobile Phones,4.992,3
7/21/2018,Texas,Central,Mobile Phones,87.92,5
7/21/2018,Texas,Central,Laptops,657.93,5
7/21/2018,Texas,Central,Mobile Phones,1.044,1
9/11/2019,New York,East,Laptops,210.68,2
9/11/2019,New York,East,Mobile Phones,78.8,1
9/11/2019,New York,East,Cameras ,19.99,1
9/11/2019,New York,East,Mobile Phones,772.68,4
10/21/2016,Texas,Central,Cameras ,106.08,6
1/7/2016,Texas,Central,Laptops,23.076,3
1/7/2016,Texas,Central,Mobile Phones,25.92,5
6/25/2019,Texas,Central,Mobile Phones,47.952,3
6/25/2019,Texas,Central,Mobile Phones,0.984,2
6/25/2019,Texas,Central,Laptops,75.384,9
6/25/2019,Texas,Central,Mobile Phones,4.608,2
9/20/2019,Massachusetts,East,Mobile Phones,37.68,6
7/10/2017,Georgia,South,Mobile Phones,41.91,3
6/30/2017,California,West,Laptops,435.999,3
8/21/2017,Washington,West,Laptops,388.704,6
8/21/2017,Washington,West,Mobile Phones,572.58,6
8/21/2017,Washington,West,Cameras ,33.18,2
3/11/2017,Massachusetts,East,Cameras ,63.88,4
3/11/2017,Massachusetts,East,Laptops,26.72,1
9/15/2017,Utah,West,Mobile Phones,295.056,9
9/20/2016,New York,East,Mobile Phones,393.25,5
12/15/2016,Ohio,East,Mobile Phones,2.214,3
11/3/2017,North Carolina,South,Mobile Phones,16.272,3
7/3/2016,New York,East,Mobile Phones,706.86,7
9/26/2018,Pennsylvania,East,Mobile Phones,5.97,5
9/26/2018,Pennsylvania,East,Laptops,21.184,1
9/26/2018,Pennsylvania,East,Mobile Phones,41.376,6
7/14/2018,New York,East,Mobile Phones,17.94,3
9/28/2017,Pennsylvania,East,Mobile Phones,2.655,1
8/28/2019,California,West,Mobile Phones,892.35,5
8/28/2019,California,West,Laptops,307.666,2
8/28/2019,California,West,Mobile Phones,728.82,9
8/28/2019,California,West,Mobile Phones,41.36,5
8/28/2019,California,West,Cameras ,43.176,3
8/28/2019,California,West,Laptops,4.16,2
9/20/2019,New York,East,Mobile Phones,61.4,5
9/20/2019,New York,East,Mobile Phones,24.448,2
11/7/2016,New York,East,Cameras ,263.96,4
11/7/2016,New York,East,Cameras ,359.97,3
11/7/2016,New York,East,Mobile Phones,12.96,2
11/7/2016,New York,East,Mobile Phones,116.82,3
11/7/2016,New York,East,Mobile Phones,276.784,2
10/20/2019,California,West,Cameras ,239.97,3
10/20/2019,California,West,Laptops,16.02,6
1/1/2017,Texas,Central,Mobile Phones,454.56,5
1/1/2017,Texas,Central,Laptops,141.42,5
1/1/2017,Texas,Central,Laptops,310.744,4
1/1/2017,Texas,Central,Mobile Phones,12.736,4
1/1/2017,Texas,Central,Mobile Phones,6.47,5
1/1/2017,Texas,Central,Mobile Phones,13.748,14
1/1/2017,Texas,Central,Mobile Phones,15.224,2
6/23/2019,Georgia,South,Laptops,27.42,3
6/23/2019,Georgia,South,Mobile Phones,165.98,1
6/23/2019,Georgia,South,Cameras ,75,3
11/22/2016,New York,East,Mobile Phones,134.272,8
10/26/2019,Oregon,West,Mobile Phones,146.544,6
10/26/2019,Oregon,West,Mobile Phones,131.904,3
10/26/2019,Oregon,West,Mobile Phones,203.88,5
10/26/2019,Oregon,West,Mobile Phones,14.301,7
10/26/2019,Oregon,West,Mobile Phones,718.64,10
10/20/2016,Virginia,South,Laptops,61.1,5
4/28/2017,North Carolina,South,Mobile Phones,28.08,3
9/29/2016,Arizona,West,Mobile Phones,10.496,4
7/10/2019,California,West,Mobile Phones,39.92,2
8/7/2019,Maryland,East,Mobile Phones,77.58,9
12/7/2018,Washington,West,Mobile Phones,269.36,7
12/10/2019,California,West,Mobile Phones,5.76,2
